patent_1_id,patent_2_id,patent_1_date,patent_2_date,patent_1_inventor,patent_2_inventor,is_same
10467796,10402933,2019-11-05,2019-09-03,fl:ab_ln:appu-1,fl:ab_ln:appu-1,1
10467796,11473533,2019-11-05,2022-10-18,fl:ab_ln:appu-1,fl:ae_ln:dudar-1,0
10467796,10444767,2019-11-05,2019-10-15,fl:ab_ln:appu-1,fl:ae_ln:dudar-1,0
10467796,10393071,2019-11-05,2019-08-27,fl:ab_ln:appu-1,fl:ae_ln:dudar-1,0
10467796,10464564,2019-11-05,2019-11-05,fl:ab_ln:appu-1,fl:ae_ln:dudar-1,0
10467796,10401853,2019-11-05,2019-09-03,fl:ab_ln:appu-1,fl:ae_ln:dudar-1,0
10467796,11477488,2019-11-05,2022-10-18,fl:ab_ln:appu-1,fl:by_ln:jeon-110,0
10467796,10448039,2019-11-05,2019-10-15,fl:ab_ln:appu-1,fl:by_ln:jeon-110,0
10467796,10397580,2019-11-05,2019-08-27,fl:ab_ln:appu-1,fl:by_ln:jeon-110,0
10467796,10469862,2019-11-05,2019-11-05,fl:ab_ln:appu-1,fl:by_ln:jeon-110,0
10467796,10402674,2019-11-05,2019-09-03,fl:ab_ln:appu-1,fl:by_ln:jeon-110,0
10467796,11477598,2019-11-05,2022-10-18,fl:ab_ln:appu-1,fl:ar_ln:lehtiniemi-2,0
10467796,10448186,2019-11-05,2019-10-15,fl:ab_ln:appu-1,fl:ar_ln:lehtiniemi-2,0
10467796,10397722,2019-11-05,2019-08-27,fl:ab_ln:appu-1,fl:ar_ln:lehtiniemi-2,0
10467796,10466063,2019-11-05,2019-11-05,fl:ab_ln:appu-1,fl:ar_ln:lehtiniemi-2,0
10467796,10402984,2019-11-05,2019-09-03,fl:ab_ln:appu-1,fl:ar_ln:lehtiniemi-2,0
10467796,11477558,2019-11-05,2022-10-18,fl:ab_ln:appu-1,fl:be_ln:shaffer-3,0
10467796,D863356,2019-11-05,2019-10-15,fl:ab_ln:appu-1,fl:be_ln:shaffer-3,0
10467796,D857546,2019-11-05,2019-08-27,fl:ab_ln:appu-1,fl:be_ln:shaffer-3,0
10467796,D865536,2019-11-05,2019-11-05,fl:ab_ln:appu-1,fl:be_ln:shaffer-3,0
10467796,D858514,2019-11-05,2019-09-03,fl:ab_ln:appu-1,fl:be_ln:shaffer-3,0
10402933,11473533,2019-09-03,2022-10-18,fl:ab_ln:appu-1,fl:ae_ln:dudar-1,0
10402933,10444767,2019-09-03,2019-10-15,fl:ab_ln:appu-1,fl:ae_ln:dudar-1,0
10402933,10393071,2019-09-03,2019-08-27,fl:ab_ln:appu-1,fl:ae_ln:dudar-1,0
10402933,10464564,2019-09-03,2019-11-05,fl:ab_ln:appu-1,fl:ae_ln:dudar-1,0
10402933,10401853,2019-09-03,2019-09-03,fl:ab_ln:appu-1,fl:ae_ln:dudar-1,0
10402933,11477488,2019-09-03,2022-10-18,fl:ab_ln:appu-1,fl:by_ln:jeon-110,0
10402933,10448039,2019-09-03,2019-10-15,fl:ab_ln:appu-1,fl:by_ln:jeon-110,0
10402933,10397580,2019-09-03,2019-08-27,fl:ab_ln:appu-1,fl:by_ln:jeon-110,0
10402933,10469862,2019-09-03,2019-11-05,fl:ab_ln:appu-1,fl:by_ln:jeon-110,0
10402933,10402674,2019-09-03,2019-09-03,fl:ab_ln:appu-1,fl:by_ln:jeon-110,0
10402933,11477598,2019-09-03,2022-10-18,fl:ab_ln:appu-1,fl:ar_ln:lehtiniemi-2,0
10402933,10448186,2019-09-03,2019-10-15,fl:ab_ln:appu-1,fl:ar_ln:lehtiniemi-2,0
10402933,10397722,2019-09-03,2019-08-27,fl:ab_ln:appu-1,fl:ar_ln:lehtiniemi-2,0
10402933,10466063,2019-09-03,2019-11-05,fl:ab_ln:appu-1,fl:ar_ln:lehtiniemi-2,0
10402933,10402984,2019-09-03,2019-09-03,fl:ab_ln:appu-1,fl:ar_ln:lehtiniemi-2,0
10402933,11477558,2019-09-03,2022-10-18,fl:ab_ln:appu-1,fl:be_ln:shaffer-3,0
10402933,D863356,2019-09-03,2019-10-15,fl:ab_ln:appu-1,fl:be_ln:shaffer-3,0
10402933,D857546,2019-09-03,2019-08-27,fl:ab_ln:appu-1,fl:be_ln:shaffer-3,0
10402933,D865536,2019-09-03,2019-11-05,fl:ab_ln:appu-1,fl:be_ln:shaffer-3,0
10402933,D858514,2019-09-03,2019-09-03,fl:ab_ln:appu-1,fl:be_ln:shaffer-3,0
11473533,10444767,2022-10-18,2019-10-15,fl:ae_ln:dudar-1,fl:ae_ln:dudar-1,1
11473533,10393071,2022-10-18,2019-08-27,fl:ae_ln:dudar-1,fl:ae_ln:dudar-1,1
11473533,10464564,2022-10-18,2019-11-05,fl:ae_ln:dudar-1,fl:ae_ln:dudar-1,1
11473533,10401853,2022-10-18,2019-09-03,fl:ae_ln:dudar-1,fl:ae_ln:dudar-1,1
11473533,11477488,2022-10-18,2022-10-18,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
11473533,10448039,2022-10-18,2019-10-15,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
11473533,10397580,2022-10-18,2019-08-27,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
11473533,10469862,2022-10-18,2019-11-05,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
11473533,10402674,2022-10-18,2019-09-03,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
11473533,11477598,2022-10-18,2022-10-18,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
11473533,10448186,2022-10-18,2019-10-15,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
11473533,10397722,2022-10-18,2019-08-27,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
11473533,10466063,2022-10-18,2019-11-05,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
11473533,10402984,2022-10-18,2019-09-03,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
11473533,11477558,2022-10-18,2022-10-18,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
11473533,D863356,2022-10-18,2019-10-15,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
11473533,D857546,2022-10-18,2019-08-27,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
11473533,D865536,2022-10-18,2019-11-05,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
11473533,D858514,2022-10-18,2019-09-03,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10444767,10393071,2019-10-15,2019-08-27,fl:ae_ln:dudar-1,fl:ae_ln:dudar-1,1
10444767,10464564,2019-10-15,2019-11-05,fl:ae_ln:dudar-1,fl:ae_ln:dudar-1,1
10444767,10401853,2019-10-15,2019-09-03,fl:ae_ln:dudar-1,fl:ae_ln:dudar-1,1
10444767,11477488,2019-10-15,2022-10-18,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10444767,10448039,2019-10-15,2019-10-15,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10444767,10397580,2019-10-15,2019-08-27,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10444767,10469862,2019-10-15,2019-11-05,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10444767,10402674,2019-10-15,2019-09-03,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10444767,11477598,2019-10-15,2022-10-18,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10444767,10448186,2019-10-15,2019-10-15,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10444767,10397722,2019-10-15,2019-08-27,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10444767,10466063,2019-10-15,2019-11-05,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10444767,10402984,2019-10-15,2019-09-03,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10444767,11477558,2019-10-15,2022-10-18,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10444767,D863356,2019-10-15,2019-10-15,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10444767,D857546,2019-10-15,2019-08-27,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10444767,D865536,2019-10-15,2019-11-05,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10444767,D858514,2019-10-15,2019-09-03,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10393071,10464564,2019-08-27,2019-11-05,fl:ae_ln:dudar-1,fl:ae_ln:dudar-1,1
10393071,10401853,2019-08-27,2019-09-03,fl:ae_ln:dudar-1,fl:ae_ln:dudar-1,1
10393071,11477488,2019-08-27,2022-10-18,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10393071,10448039,2019-08-27,2019-10-15,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10393071,10397580,2019-08-27,2019-08-27,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10393071,10469862,2019-08-27,2019-11-05,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10393071,10402674,2019-08-27,2019-09-03,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10393071,11477598,2019-08-27,2022-10-18,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10393071,10448186,2019-08-27,2019-10-15,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10393071,10397722,2019-08-27,2019-08-27,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10393071,10466063,2019-08-27,2019-11-05,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10393071,10402984,2019-08-27,2019-09-03,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10393071,11477558,2019-08-27,2022-10-18,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10393071,D863356,2019-08-27,2019-10-15,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10393071,D857546,2019-08-27,2019-08-27,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10393071,D865536,2019-08-27,2019-11-05,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10393071,D858514,2019-08-27,2019-09-03,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10464564,10401853,2019-11-05,2019-09-03,fl:ae_ln:dudar-1,fl:ae_ln:dudar-1,1
10464564,11477488,2019-11-05,2022-10-18,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10464564,10448039,2019-11-05,2019-10-15,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10464564,10397580,2019-11-05,2019-08-27,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10464564,10469862,2019-11-05,2019-11-05,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10464564,10402674,2019-11-05,2019-09-03,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10464564,11477598,2019-11-05,2022-10-18,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10464564,10448186,2019-11-05,2019-10-15,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10464564,10397722,2019-11-05,2019-08-27,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10464564,10466063,2019-11-05,2019-11-05,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10464564,10402984,2019-11-05,2019-09-03,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10464564,11477558,2019-11-05,2022-10-18,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10464564,D863356,2019-11-05,2019-10-15,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10464564,D857546,2019-11-05,2019-08-27,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10464564,D865536,2019-11-05,2019-11-05,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10464564,D858514,2019-11-05,2019-09-03,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10401853,11477488,2019-09-03,2022-10-18,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10401853,10448039,2019-09-03,2019-10-15,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10401853,10397580,2019-09-03,2019-08-27,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10401853,10469862,2019-09-03,2019-11-05,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10401853,10402674,2019-09-03,2019-09-03,fl:ae_ln:dudar-1,fl:by_ln:jeon-110,0
10401853,11477598,2019-09-03,2022-10-18,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10401853,10448186,2019-09-03,2019-10-15,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10401853,10397722,2019-09-03,2019-08-27,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10401853,10466063,2019-09-03,2019-11-05,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10401853,10402984,2019-09-03,2019-09-03,fl:ae_ln:dudar-1,fl:ar_ln:lehtiniemi-2,0
10401853,11477558,2019-09-03,2022-10-18,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10401853,D863356,2019-09-03,2019-10-15,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10401853,D857546,2019-09-03,2019-08-27,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10401853,D865536,2019-09-03,2019-11-05,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
10401853,D858514,2019-09-03,2019-09-03,fl:ae_ln:dudar-1,fl:be_ln:shaffer-3,0
11477488,10448039,2022-10-18,2019-10-15,fl:by_ln:jeon-110,fl:by_ln:jeon-110,1
11477488,10397580,2022-10-18,2019-08-27,fl:by_ln:jeon-110,fl:by_ln:jeon-110,1
11477488,10469862,2022-10-18,2019-11-05,fl:by_ln:jeon-110,fl:by_ln:jeon-110,1
11477488,10402674,2022-10-18,2019-09-03,fl:by_ln:jeon-110,fl:by_ln:jeon-110,1
11477488,11477598,2022-10-18,2022-10-18,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
11477488,10448186,2022-10-18,2019-10-15,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
11477488,10397722,2022-10-18,2019-08-27,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
11477488,10466063,2022-10-18,2019-11-05,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
11477488,10402984,2022-10-18,2019-09-03,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
11477488,11477558,2022-10-18,2022-10-18,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
11477488,D863356,2022-10-18,2019-10-15,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
11477488,D857546,2022-10-18,2019-08-27,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
11477488,D865536,2022-10-18,2019-11-05,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
11477488,D858514,2022-10-18,2019-09-03,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10448039,10397580,2019-10-15,2019-08-27,fl:by_ln:jeon-110,fl:by_ln:jeon-110,1
10448039,10469862,2019-10-15,2019-11-05,fl:by_ln:jeon-110,fl:by_ln:jeon-110,1
10448039,10402674,2019-10-15,2019-09-03,fl:by_ln:jeon-110,fl:by_ln:jeon-110,1
10448039,11477598,2019-10-15,2022-10-18,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10448039,10448186,2019-10-15,2019-10-15,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10448039,10397722,2019-10-15,2019-08-27,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10448039,10466063,2019-10-15,2019-11-05,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10448039,10402984,2019-10-15,2019-09-03,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10448039,11477558,2019-10-15,2022-10-18,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10448039,D863356,2019-10-15,2019-10-15,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10448039,D857546,2019-10-15,2019-08-27,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10448039,D865536,2019-10-15,2019-11-05,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10448039,D858514,2019-10-15,2019-09-03,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10397580,10469862,2019-08-27,2019-11-05,fl:by_ln:jeon-110,fl:by_ln:jeon-110,1
10397580,10402674,2019-08-27,2019-09-03,fl:by_ln:jeon-110,fl:by_ln:jeon-110,1
10397580,11477598,2019-08-27,2022-10-18,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10397580,10448186,2019-08-27,2019-10-15,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10397580,10397722,2019-08-27,2019-08-27,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10397580,10466063,2019-08-27,2019-11-05,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10397580,10402984,2019-08-27,2019-09-03,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10397580,11477558,2019-08-27,2022-10-18,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10397580,D863356,2019-08-27,2019-10-15,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10397580,D857546,2019-08-27,2019-08-27,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10397580,D865536,2019-08-27,2019-11-05,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10397580,D858514,2019-08-27,2019-09-03,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10469862,10402674,2019-11-05,2019-09-03,fl:by_ln:jeon-110,fl:by_ln:jeon-110,1
10469862,11477598,2019-11-05,2022-10-18,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10469862,10448186,2019-11-05,2019-10-15,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10469862,10397722,2019-11-05,2019-08-27,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10469862,10466063,2019-11-05,2019-11-05,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10469862,10402984,2019-11-05,2019-09-03,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10469862,11477558,2019-11-05,2022-10-18,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10469862,D863356,2019-11-05,2019-10-15,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10469862,D857546,2019-11-05,2019-08-27,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10469862,D865536,2019-11-05,2019-11-05,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10469862,D858514,2019-11-05,2019-09-03,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10402674,11477598,2019-09-03,2022-10-18,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10402674,10448186,2019-09-03,2019-10-15,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10402674,10397722,2019-09-03,2019-08-27,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10402674,10466063,2019-09-03,2019-11-05,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10402674,10402984,2019-09-03,2019-09-03,fl:by_ln:jeon-110,fl:ar_ln:lehtiniemi-2,0
10402674,11477558,2019-09-03,2022-10-18,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10402674,D863356,2019-09-03,2019-10-15,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10402674,D857546,2019-09-03,2019-08-27,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10402674,D865536,2019-09-03,2019-11-05,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
10402674,D858514,2019-09-03,2019-09-03,fl:by_ln:jeon-110,fl:be_ln:shaffer-3,0
11477598,10448186,2022-10-18,2019-10-15,fl:ar_ln:lehtiniemi-2,fl:ar_ln:lehtiniemi-2,1
